Date,ticker,Open,High,Low,Close,Volume,missing_type,flag_bad_price,flag_negative_volume,flag_return_outlier,flag_stale,is_observed,is_tradable
2015-02-19,AMCR,32.671241760253906,32.671241760253906,32.671241760253906,32.671241760253906,0.0,observed_ok,False,False,False,True,True,False
2015-02-20,AMCR,32.671241760253906,32.671241760253906,32.671241760253906,32.671241760253906,0.0,observed_ok,False,False,False,True,True,False
2015-02-23,AMCR,32.671241760253906,32.671241760253906,32.671241760253906,32.671241760253906,0.0,observed_ok,False,False,False,True,True,False
2015-02-24,AMCR,32.671241760253906,32.671241760253906,32.671241760253906,32.671241760253906,0.0,observed_ok,False,False,False,True,True,False
2015-02-25,AMCR,32.671241760253906,32.671241760253906,32.671241760253906,32.671241760253906,0.0,observed_ok,False,False,False,True,True,False
2015-02-26,AMCR,32.671241760253906,32.671241760253906,32.671241760253906,32.671241760253906,0.0,observed_ok,False,False,False,True,True,False
2015-02-27,AMCR,32.671241760253906,32.671241760253906,32.671241760253906,32.671241760253906,0.0,observed_ok,False,False,False,True,True,False
2015-03-02,AMCR,32.671241760253906,32.671241760253906,32.671241760253906,32.671241760253906,0.0,observed_ok,False,False,False,True,True,False
2015-03-03,AMCR,32.671241760253906,32.671241760253906,32.671241760253906,32.671241760253906,0.0,observed_ok,False,False,False,True,True,False
2015-03-04,AMCR,32.671241760253906,32.671241760253906,32.671241760253906,32.671241760253906,0.0,observed_ok,False,False,False,True,True,False
2015-03-05,AMCR,32.671241760253906,32.671241760253906,32.671241760253906,32.671241760253906,0.0,observed_ok,False,False,False,True,True,False
2015-03-06,AMCR,32.671241760253906,32.671241760253906,32.671241760253906,32.671241760253906,0.0,observed_ok,False,False,False,True,True,False
2015-03-09,AMCR,32.671241760253906,32.671241760253906,32.671241760253906,32.671241760253906,0.0,observed_ok,False,False,False,True,True,False
2015-03-10,AMCR,32.671241760253906,32.671241760253906,32.671241760253906,32.671241760253906,0.0,observed_ok,False,False,False,True,True,False
2015-03-11,AMCR,32.671241760253906,32.671241760253906,32.671241760253906,32.671241760253906,0.0,observed_ok,False,False,False,True,True,False
2015-03-12,AMCR,32.671241760253906,32.671241760253906,32.671241760253906,32.671241760253906,0.0,observed_ok,False,False,False,True,True,False
2015-03-13,AMCR,32.671241760253906,32.671241760253906,32.671241760253906,32.671241760253906,0.0,observed_ok,False,False,False,True,True,False
2015-03-16,AMCR,32.671241760253906,32.671241760253906,32.671241760253906,32.671241760253906,0.0,observed_ok,False,False,False,True,True,False
2015-03-19,AMCR,34.45793533325195,34.45793533325195,34.45793533325195,34.45793533325195,0.0,observed_ok,False,False,False,True,True,False
2015-03-20,AMCR,34.45793533325195,34.45793533325195,34.45793533325195,34.45793533325195,0.0,observed_ok,False,False,False,True,True,False
2015-03-23,AMCR,34.45793533325195,34.45793533325195,34.45793533325195,34.45793533325195,0.0,observed_ok,False,False,False,True,True,False
2015-03-24,ACN,76.46748933846321,76.46748933846321,74.62036850147773,74.7290267944336,2948600.0,observed_ok,True,False,False,False,True,False
2015-03-24,AMCR,34.45793533325195,34.45793533325195,34.45793533325195,34.45793533325195,0.0,observed_ok,False,False,False,True,True,False
2015-03-25,AMCR,34.45793533325195,34.45793533325195,34.45793533325195,34.45793533325195,0.0,observed_ok,False,False,False,True,True,False
2015-03-26,AMCR,34.45793533325195,34.45793533325195,34.45793533325195,34.45793533325195,0.0,observed_ok,False,False,False,True,True,False
2015-03-27,AMCR,34.45793533325195,34.45793533325195,34.45793533325195,34.45793533325195,0.0,observed_ok,False,False,False,True,True,False
2015-03-27,AMGN,118.0559133068533,119.6591797534083,117.8655754052978,119.02958679199219,2438900.0,observed_ok,True,False,False,False,True,False
2015-03-30,AMCR,34.45793533325195,34.45793533325195,34.45793533325195,34.45793533325195,0.0,observed_ok,False,False,False,True,True,False
2015-04-02,AMCR,33.85173797607422,33.85173797607422,33.85173797607422,33.85173797607422,0.0,observed_ok,False,False,False,True,True,False
2015-04-06,AMCR,33.85173797607422,33.85173797607422,33.85173797607422,33.85173797607422,0.0,observed_ok,False,False,False,True,True,False
2015-04-07,AMCR,33.85173797607422,33.85173797607422,33.85173797607422,33.85173797607422,0.0,observed_ok,False,False,False,True,True,False
2015-04-08,AMCR,33.85173797607422,33.85173797607422,33.85173797607422,33.85173797607422,0.0,observed_ok,False,False,False,True,True,False
2015-04-09,AMCR,33.85173797607422,33.85173797607422,33.85173797607422,33.85173797607422,0.0,observed_ok,False,False,False,True,True,False
2015-04-10,AMCR,33.85173797607422,33.85173797607422,33.85173797607422,33.85173797607422,0.0,observed_ok,False,False,False,True,True,False
2015-04-13,AMCR,33.85173797607422,33.85173797607422,33.85173797607422,33.85173797607422,0.0,observed_ok,False,False,False,True,True,False
2015-04-13,BLDR,11.0,11.739999771118164,10.5,11.569999694824219,17377500.0,observed_ok,False,False,True,False,True,False
2015-04-14,AMCR,33.85173797607422,33.85173797607422,33.85173797607422,33.85173797607422,0.0,observed_ok,False,False,False,True,True,False
2015-04-15,AMCR,33.85173797607422,33.85173797607422,33.85173797607422,33.85173797607422,0.0,observed_ok,False,False,False,True,True,False
2015-04-16,AMCR,33.85173797607422,33.85173797607422,33.85173797607422,33.85173797607422,0.0,observed_ok,False,False,False,True,True,False
2015-04-17,AMCR,33.85173797607422,33.85173797607422,33.85173797607422,33.85173797607422,0.0,observed_ok,False,False,False,True,True,False
2015-04-20,AMCR,33.85173797607422,33.85173797607422,33.85173797607422,33.85173797607422,0.0,observed_ok,False,False,False,True,True,False
2015-04-21,AMCR,33.85173797607422,33.85173797607422,33.85173797607422,33.85173797607422,0.0,observed_ok,False,False,False,True,True,False
2015-04-22,AMCR,33.85173797607422,33.85173797607422,33.85173797607422,33.85173797607422,0.0,observed_ok,False,False,False,True,True,False
2015-04-23,AMCR,33.85173797607422,33.85173797607422,33.85173797607422,33.85173797607422,0.0,observed_ok,False,False,False,True,True,False
2015-04-24,AMCR,33.85173797607422,33.85173797607422,33.85173797607422,33.85173797607422,0.0,observed_ok,False,False,False,True,True,False
2015-04-27,AMCR,33.85173797607422,33.85173797607422,33.85173797607422,33.85173797607422,0.0,observed_ok,False,False,False,True,True,False
2015-04-28,AMCR,33.85173797607422,33.85173797607422,33.85173797607422,33.85173797607422,0.0,observed_ok,False,False,False,True,True,False
2015-04-29,AMCR,33.85173797607422,33.85173797607422,33.85173797607422,33.85173797607422,0.0,observed_ok,False,False,False,True,True,False
2015-04-30,AMCR,33.85173797607422,33.85173797607422,33.85173797607422,33.85173797607422,0.0,observed_ok,False,False,False,True,True,False
2015-05-01,AMCR,33.85173797607422,33.85173797607422,33.85173797607422,33.85173797607422,0.0,observed_ok,False,False,False,True,True,False
2015-05-04,AMCR,33.85173797607422,33.85173797607422,33.85173797607422,33.85173797607422,0.0,observed_ok,False,False,False,True,True,False
2015-05-05,AMCR,33.85173797607422,33.85173797607422,33.85173797607422,33.85173797607422,0.0,observed_ok,False,False,False,True,True,False
2015-05-06,AMCR,33.85173797607422,33.85173797607422,33.85173797607422,33.85173797607422,0.0,observed_ok,False,False,False,True,True,False
2015-05-12,AMCR,33.85173797607422,33.85173797607422,33.85173797607422,33.85173797607422,0.0,observed_ok,False,False,False,True,True,False
2015-05-13,AMCR,33.85173797607422,33.85173797607422,33.85173797607422,33.85173797607422,0.0,observed_ok,False,False,False,True,True,False
2015-05-14,AMCR,33.85173797607422,33.85173797607422,33.85173797607422,33.85173797607422,0.0,observed_ok,False,False,False,True,True,False
2015-05-15,AMCR,33.85173797607422,33.85173797607422,33.85173797607422,33.85173797607422,0.0,observed_ok,False,False,False,True,True,False
2015-05-18,AMCR,33.85173797607422,33.85173797607422,33.85173797607422,33.85173797607422,0.0,observed_ok,False,False,False,True,True,False
2015-05-19,AMCR,33.85173797607422,33.85173797607422,33.85173797607422,33.85173797607422,0.0,observed_ok,False,False,False,True,True,False
2015-05-20,AMCR,33.85173797607422,33.85173797607422,33.85173797607422,33.85173797607422,0.0,observed_ok,False,False,False,True,True,False
2015-05-21,AMCR,33.85173797607422,33.85173797607422,33.85173797607422,33.85173797607422,0.0,observed_ok,False,False,False,True,True,False
2015-05-22,AMCR,33.85173797607422,33.85173797607422,33.85173797607422,33.85173797607422,0.0,observed_ok,False,False,False,True,True,False
2015-05-26,AMCR,33.85173797607422,33.85173797607422,33.85173797607422,33.85173797607422,0.0,observed_ok,False,False,False,True,True,False
2015-05-27,AMCR,33.85173797607422,33.85173797607422,33.85173797607422,33.85173797607422,0.0,observed_ok,False,False,False,True,True,False
2015-05-28,AMCR,33.85173797607422,33.85173797607422,33.85173797607422,33.85173797607422,0.0,observed_ok,False,False,False,True,True,False
2015-05-29,AMCR,33.85173797607422,33.85173797607422,33.85173797607422,33.85173797607422,0.0,observed_ok,False,False,False,True,True,False
2015-06-01,AMCR,33.85173797607422,33.85173797607422,33.85173797607422,33.85173797607422,0.0,observed_ok,False,False,False,True,True,False
2015-06-02,AMCR,33.85173797607422,33.85173797607422,33.85173797607422,33.85173797607422,0.0,observed_ok,False,False,False,True,True,False
2015-06-03,AMCR,33.85173797607422,33.85173797607422,33.85173797607422,33.85173797607422,0.0,observed_ok,False,False,False,True,True,False
2015-06-04,AMCR,33.85173797607422,33.85173797607422,33.85173797607422,33.85173797607422,0.0,observed_ok,False,False,False,True,True,False
2015-06-05,AMCR,33.85173797607422,33.85173797607422,33.85173797607422,33.85173797607422,0.0,observed_ok,False,False,False,True,True,False
2015-06-08,AMCR,33.85173797607422,33.85173797607422,33.85173797607422,33.85173797607422,0.0,observed_ok,False,False,False,True,True,False
2015-06-09,AMCR,33.85173797607422,33.85173797607422,33.85173797607422,33.85173797607422,0.0,observed_ok,False,False,False,True,True,False
2015-06-10,AMCR,33.85173797607422,33.85173797607422,33.85173797607422,33.85173797607422,0.0,observed_ok,False,False,False,True,True,False
2015-06-11,AIG,47.578752062859664,47.98751948989284,47.48620222406811,47.81013107299805,8332400.0,observed_ok,True,False,False,False,True,False
2015-06-11,AMCR,33.85173797607422,33.85173797607422,33.85173797607422,33.85173797607422,0.0,observed_ok,False,False,False,True,True,False
2015-06-12,AMCR,33.85173797607422,33.85173797607422,33.85173797607422,33.85173797607422,0.0,observed_ok,False,False,False,True,True,False
2015-06-15,AMCR,33.85173797607422,33.85173797607422,33.85173797607422,33.85173797607422,0.0,observed_ok,False,False,False,True,True,False
2015-06-16,ADBE,78.93000030517578,80.43000030517578,78.83000183105469,79.94000244140625,3579400.0,observed_ok,True,False,False,False,True,False
2015-06-16,AMCR,33.85173797607422,33.85173797607422,33.85173797607422,33.85173797607422,0.0,observed_ok,False,False,False,True,True,False
2015-06-17,AMCR,33.85173797607422,33.85173797607422,33.85173797607422,33.85173797607422,0.0,observed_ok,False,False,False,True,True,False
2015-06-18,AMCR,33.85173797607422,33.85173797607422,33.85173797607422,33.85173797607422,0.0,observed_ok,False,False,False,True,True,False
2015-06-19,AMCR,33.85173797607422,33.85173797607422,33.85173797607422,33.85173797607422,0.0,observed_ok,False,False,False,True,True,False
2015-06-22,AMCR,33.85173797607422,33.85173797607422,33.85173797607422,33.85173797607422,0.0,observed_ok,False,False,False,True,True,False
2015-06-23,AMCR,33.85173797607422,33.85173797607422,33.85173797607422,33.85173797607422,0.0,observed_ok,False,False,False,True,True,False
2015-06-24,AMCR,33.85173797607422,33.85173797607422,33.85173797607422,33.85173797607422,0.0,observed_ok,False,False,False,True,True,False
2015-06-25,AMCR,33.85173797607422,33.85173797607422,33.85173797607422,33.85173797607422,0.0,observed_ok,False,False,False,True,True,False
2015-06-26,AMCR,33.85173797607422,33.85173797607422,33.85173797607422,33.85173797607422,0.0,observed_ok,False,False,False,True,True,False
2015-06-29,AMCR,33.85173797607422,33.85173797607422,33.85173797607422,33.85173797607422,0.0,observed_ok,False,False,False,True,True,False
2015-06-30,AMCR,33.85173797607422,33.85173797607422,33.85173797607422,33.85173797607422,0.0,observed_ok,False,False,False,True,True,False
2015-07-01,AMCR,33.85173797607422,33.85173797607422,33.85173797607422,33.85173797607422,0.0,observed_ok,False,False,False,True,True,False
2015-07-02,AMCR,33.85173797607422,33.85173797607422,33.85173797607422,33.85173797607422,0.0,observed_ok,False,False,False,True,True,False
2015-07-06,AMCR,33.85173797607422,33.85173797607422,33.85173797607422,33.85173797607422,0.0,observed_ok,False,False,False,True,True,False
2015-07-07,AMCR,33.85173797607422,33.85173797607422,33.85173797607422,33.85173797607422,0.0,observed_ok,False,False,False,True,True,False
2015-07-08,AMCR,33.85173797607422,33.85173797607422,33.85173797607422,33.85173797607422,0.0,observed_ok,False,False,False,True,True,False
2015-07-09,AMCR,33.85173797607422,33.85173797607422,33.85173797607422,33.85173797607422,0.0,observed_ok,False,False,False,True,True,False
2015-07-10,AMCR,33.85173797607422,33.85173797607422,33.85173797607422,33.85173797607422,0.0,observed_ok,False,False,False,True,True,False
2015-07-13,AMCR,33.85173797607422,33.85173797607422,33.85173797607422,33.85173797607422,0.0,observed_ok,False,False,False,True,True,False
2015-07-14,AMCR,33.85173797607422,33.85173797607422,33.85173797607422,33.85173797607422,0.0,observed_ok,False,False,False,True,True,False
2015-07-15,AMCR,33.85173797607422,33.85173797607422,33.85173797607422,33.85173797607422,0.0,observed_ok,False,False,False,True,True,False
2015-07-16,AMCR,33.85173797607422,33.85173797607422,33.85173797607422,33.85173797607422,0.0,observed_ok,False,False,False,True,True,False
2015-07-17,AMCR,33.85173797607422,33.85173797607422,33.85173797607422,33.85173797607422,0.0,observed_ok,False,False,False,True,True,False
2015-07-20,AMCR,33.85173797607422,33.85173797607422,33.85173797607422,33.85173797607422,0.0,observed_ok,False,False,False,True,True,False
2015-07-21,AMCR,33.85173797607422,33.85173797607422,33.85173797607422,33.85173797607422,0.0,observed_ok,False,False,False,True,True,False
2015-07-24,AMCR,33.436973571777344,33.436973571777344,33.436973571777344,33.436973571777344,0.0,observed_ok,False,False,False,True,True,False
2015-07-27,AMCR,33.436973571777344,33.436973571777344,33.436973571777344,33.436973571777344,0.0,observed_ok,False,False,False,True,True,False
2015-07-30,AMCR,33.181724548339844,33.181724548339844,33.181724548339844,33.181724548339844,0.0,observed_ok,False,False,False,True,True,False
2015-07-31,AMCR,33.181724548339844,33.181724548339844,33.181724548339844,33.181724548339844,0.0,observed_ok,False,False,False,True,True,False
2015-08-05,AMCR,32.8626594543457,32.8626594543457,32.8626594543457,32.8626594543457,0.0,observed_ok,False,False,False,True,True,False
2015-08-06,AMCR,32.8626594543457,32.8626594543457,32.8626594543457,32.8626594543457,0.0,observed_ok,False,False,False,True,True,False
2015-08-07,AMCR,32.8626594543457,32.8626594543457,32.8626594543457,32.8626594543457,0.0,observed_ok,False,False,False,True,True,False
2015-08-10,AMCR,32.8626594543457,32.8626594543457,32.8626594543457,32.8626594543457,0.0,observed_ok,False,False,False,True,True,False
2015-08-11,AMCR,32.8626594543457,32.8626594543457,32.8626594543457,32.8626594543457,0.0,observed_ok,False,False,False,True,True,False
2015-08-12,AMCR,32.8626594543457,32.8626594543457,32.8626594543457,32.8626594543457,0.0,observed_ok,False,False,False,True,True,False
2015-08-13,AMCR,32.8626594543457,32.8626594543457,32.8626594543457,32.8626594543457,0.0,observed_ok,False,False,False,True,True,False
2015-08-14,AMCR,32.8626594543457,32.8626594543457,32.8626594543457,32.8626594543457,0.0,observed_ok,False,False,False,True,True,False
2015-08-17,AMCR,32.8626594543457,32.8626594543457,32.8626594543457,32.8626594543457,0.0,observed_ok,False,False,False,True,True,False
2015-08-18,AMCR,32.8626594543457,32.8626594543457,32.8626594543457,32.8626594543457,0.0,observed_ok,False,False,False,True,True,False
2015-08-19,AMCR,32.8626594543457,32.8626594543457,32.8626594543457,32.8626594543457,0.0,observed_ok,False,False,False,True,True,False
2015-08-20,AMCR,32.8626594543457,32.8626594543457,32.8626594543457,32.8626594543457,0.0,observed_ok,False,False,False,True,True,False
2015-08-21,AMCR,32.8626594543457,32.8626594543457,32.8626594543457,32.8626594543457,0.0,observed_ok,False,False,False,True,True,False
2015-08-24,AMCR,32.8626594543457,32.8626594543457,32.8626594543457,32.8626594543457,0.0,observed_ok,False,False,False,True,True,False
2015-08-25,AMCR,32.8626594543457,32.8626594543457,32.8626594543457,32.8626594543457,0.0,observed_ok,False,False,False,True,True,False
2015-08-31,AMCR,29.991167068481445,29.991167068481445,29.991167068481445,29.991167068481445,0.0,observed_ok,False,False,False,True,True,False
2015-09-01,AFL,22.472061049531092,22.629181462978117,22.165677891561835,22.252094268798828,5848000.0,observed_ok,True,False,False,False,True,False
2015-09-01,AMCR,29.991167068481445,29.991167068481445,29.991167068481445,29.991167068481445,0.0,observed_ok,False,False,False,True,True,False
2015-09-02,AMCR,29.991167068481445,29.991167068481445,29.991167068481445,29.991167068481445,0.0,observed_ok,False,False,False,True,True,False
2015-09-03,AMCR,29.991167068481445,29.991167068481445,29.991167068481445,29.991167068481445,0.0,observed_ok,False,False,False,True,True,False
2015-09-04,ADBE,76.98999786376953,78.2699966430664,76.38999938964844,76.88999938964844,2326500.0,observed_ok,True,False,False,False,True,False
2015-09-04,AMCR,29.991167068481445,29.991167068481445,29.991167068481445,29.991167068481445,0.0,observed_ok,False,False,False,True,True,False
2015-10-01,ALB,38.3767523179056,39.19124980561586,38.21211749101652,39.139259338378906,1621200.0,observed_ok,True,False,False,False,True,False
2015-10-12,AZO,738.3300170898438,745.8599853515625,730.7000122070312,744.0599975585938,165100.0,observed_ok,True,False,False,False,True,False
2015-10-19,AMCR,30.763521194458008,30.763521194458008,30.763521194458008,30.763521194458008,0.0,observed_ok,False,False,False,True,True,False
2015-10-20,AMCR,30.763521194458008,30.763521194458008,30.763521194458008,30.763521194458008,0.0,observed_ok,False,False,False,True,True,False
2015-10-21,AMCR,30.763521194458008,30.763521194458008,30.763521194458008,30.763521194458008,0.0,observed_ok,False,False,False,True,True,False
2015-10-22,AMCR,30.763521194458008,30.763521194458008,30.763521194458008,30.763521194458008,0.0,observed_ok,False,False,False,True,True,False
2015-10-23,AMCR,30.763521194458008,30.763521194458008,30.763521194458008,30.763521194458008,0.0,observed_ok,False,False,False,True,True,False
2015-10-26,AMCR,30.763521194458008,30.763521194458008,30.763521194458008,30.763521194458008,0.0,observed_ok,False,False,False,True,True,False
2015-10-27,AMCR,30.763521194458008,30.763521194458008,30.763521194458008,30.763521194458008,0.0,observed_ok,False,False,False,True,True,False
2015-10-28,AMCR,30.763521194458008,30.763521194458008,30.763521194458008,30.763521194458008,0.0,observed_ok,False,False,False,True,True,False
2015-10-29,ADBE,88.26000213623047,88.5,87.51000213623047,88.12000274658203,1623400.0,observed_ok,True,False,False,False,True,False
2015-10-29,AMCR,30.763521194458008,30.763521194458008,30.763521194458008,30.763521194458008,0.0,observed_ok,False,False,False,True,True,False
2015-10-30,AMCR,30.763521194458008,30.763521194458008,30.763521194458008,30.763521194458008,0.0,observed_ok,False,False,False,True,True,False
2015-11-02,AMCR,30.763521194458008,30.763521194458008,30.763521194458008,30.763521194458008,0.0,observed_ok,False,False,False,True,True,False
2015-11-03,AMCR,30.763521194458008,30.763521194458008,30.763521194458008,30.763521194458008,0.0,observed_ok,False,False,False,True,True,False
2015-11-04,AMCR,30.763521194458008,30.763521194458008,30.763521194458008,30.763521194458008,0.0,observed_ok,False,False,False,True,True,False
2015-11-16,AMCR,31.4804630279541,31.4804630279541,31.4804630279541,31.4804630279541,0.0,observed_ok,False,False,False,True,True,False
2015-11-17,AMCR,31.4804630279541,31.4804630279541,31.4804630279541,31.4804630279541,0.0,observed_ok,False,False,False,True,True,False
2015-11-18,AMCR,31.4804630279541,31.4804630279541,31.4804630279541,31.4804630279541,0.0,observed_ok,False,False,False,True,True,False
2015-11-19,AMCR,31.4804630279541,31.4804630279541,31.4804630279541,31.4804630279541,0.0,observed_ok,False,False,False,True,True,False
2015-11-20,AMCR,31.4804630279541,31.4804630279541,31.4804630279541,31.4804630279541,0.0,observed_ok,False,False,False,True,True,False
2015-11-23,AMCR,31.4804630279541,31.4804630279541,31.4804630279541,31.4804630279541,0.0,observed_ok,False,False,False,True,True,False
2015-11-24,AMCR,31.4804630279541,31.4804630279541,31.4804630279541,31.4804630279541,0.0,observed_ok,False,False,False,True,True,False
2015-11-24,BA,132.27396888902078,134.15731090079842,132.03182002872356,133.3142852783203,2626600.0,observed_ok,True,False,False,False,True,False
2015-11-25,AMCR,31.4804630279541,31.4804630279541,31.4804630279541,31.4804630279541,0.0,observed_ok,False,False,False,True,True,False
2015-11-27,AMCR,31.4804630279541,31.4804630279541,31.4804630279541,31.4804630279541,0.0,observed_ok,False,False,False,True,True,False
2015-11-30,AMCR,31.4804630279541,31.4804630279541,31.4804630279541,31.4804630279541,0.0,observed_ok,False,False,False,True,True,False
2015-12-01,AMCR,31.4804630279541,31.4804630279541,31.4804630279541,31.4804630279541,0.0,observed_ok,False,False,False,True,True,False
2015-12-02,AMCR,31.4804630279541,31.4804630279541,31.4804630279541,31.4804630279541,0.0,observed_ok,False,False,False,True,True,False
2015-12-03,AMCR,31.4804630279541,31.4804630279541,31.4804630279541,31.4804630279541,0.0,observed_ok,False,False,False,True,True,False
2015-12-04,AMCR,31.4804630279541,31.4804630279541,31.4804630279541,31.4804630279541,0.0,observed_ok,False,False,False,True,True,False
2015-12-07,AMCR,31.4804630279541,31.4804630279541,31.4804630279541,31.4804630279541,0.0,observed_ok,False,False,False,True,True,False
2015-12-08,AMCR,31.4804630279541,31.4804630279541,31.4804630279541,31.4804630279541,0.0,observed_ok,False,False,False,True,True,False
2015-12-11,AMCR,31.056819915771484,31.056819915771484,31.056819915771484,31.056819915771484,0.0,observed_ok,False,False,False,True,True,False
2015-12-14,AMCR,31.056819915771484,31.056819915771484,31.056819915771484,31.056819915771484,0.0,observed_ok,False,False,False,True,True,False
2015-12-15,AMCR,31.056819915771484,31.056819915771484,31.056819915771484,31.056819915771484,0.0,observed_ok,False,False,False,True,True,False
2015-12-16,AMCR,31.056819915771484,31.056819915771484,31.056819915771484,31.056819915771484,0.0,observed_ok,False,False,False,True,True,False
2015-12-16,APO,10.206249889801487,10.258355774200574,9.848021468694414,10.134604454040527,1226700.0,observed_ok,True,False,False,False,True,False
2015-12-17,AMCR,31.056819915771484,31.056819915771484,31.056819915771484,31.056819915771484,0.0,observed_ok,False,False,False,True,True,False
2015-12-18,AMCR,31.056819915771484,31.056819915771484,31.056819915771484,31.056819915771484,0.0,observed_ok,False,False,False,True,True,False
2015-12-28,AMCR,31.056819915771484,31.056819915771484,31.056819915771484,31.056819915771484,0.0,observed_ok,False,False,False,True,True,False
2015-12-29,AMCR,31.056819915771484,31.056819915771484,31.056819915771484,31.056819915771484,0.0,observed_ok,False,False,False,True,True,False
2015-12-30,AMCR,31.056819915771484,31.056819915771484,31.056819915771484,31.056819915771484,0.0,observed_ok,False,False,False,True,True,False
2016-01-07,AMCR,30.763521194458008,30.763521194458008,30.763521194458008,30.763521194458008,0.0,observed_ok,False,False,False,True,True,False
2016-01-08,AMCR,30.763521194458008,30.763521194458008,30.763521194458008,30.763521194458008,0.0,observed_ok,False,False,False,True,True,False
2016-01-14,AMCR,28.351978302001953,28.351978302001953,28.351978302001953,28.351978302001953,0.0,observed_ok,False,False,False,True,True,False
2016-01-15,AMCR,28.351978302001953,28.351978302001953,28.351978302001953,28.351978302001953,0.0,observed_ok,False,False,False,True,True,False
2016-01-19,ADSK,49.400001525878906,49.88999938964844,47.08000183105469,47.59000015258789,3473100.0,observed_ok,True,False,False,False,True,False
2016-01-19,AMCR,28.351978302001953,28.351978302001953,28.351978302001953,28.351978302001953,0.0,observed_ok,False,False,False,True,True,False
2016-01-20,AMCR,28.351978302001953,28.351978302001953,28.351978302001953,28.351978302001953,0.0,observed_ok,False,False,False,True,True,False
2016-01-21,AMCR,28.351978302001953,28.351978302001953,28.351978302001953,28.351978302001953,0.0,observed_ok,False,False,False,True,True,False
2016-01-22,AMCR,28.351978302001953,28.351978302001953,28.351978302001953,28.351978302001953,0.0,observed_ok,False,False,False,True,True,False
2016-01-25,AMCR,28.351978302001953,28.351978302001953,28.351978302001953,28.351978302001953,0.0,observed_ok,False,False,False,True,True,False
2016-01-26,AMCR,28.351978302001953,28.351978302001953,28.351978302001953,28.351978302001953,0.0,observed_ok,False,False,False,True,True,False
2016-01-27,AMCR,28.351978302001953,28.351978302001953,28.351978302001953,28.351978302001953,0.0,observed_ok,False,False,False,True,True,False
2016-01-28,AMCR,28.351978302001953,28.351978302001953,28.351978302001953,28.351978302001953,0.0,observed_ok,False,False,False,True,True,False
